Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
101707;25167;Rhithrogena germanica;;Art;641;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
101063;25170;Kageronia orbiticola;;Art;21;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;B2ab(ii,iii,iv)
101634;25189;Prosopistoma pennigerum;;Art;2;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;RE;
101785;25197;Siphlonurus armatus;;Art;101;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
234554;25212;Neophilaenus campestris;;Art;29;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
234697;25242;Anoscopus histrionicus;;Art;1;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii,v)
234868;25277;Allygus maculatus;;Art;29;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(iii)
234909;25329;Limotettix atricapillus;;Art;4;Våtmark (V) - Stor betydelse;VU;B2ab(iii)
232128;25337;Mocydiopsis parvicauda;;Art;6;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(iii,iv)+2ab(iii,iv)
234830;25377;Balclutha boica;;Art;39;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;D2
234826;25384;Coryphaelus gyllenhalii;;Art;12;Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ab(ii,iii,iv)
234852;25429;Sonronius anderi;;Art;2;Jordbrukslandskap (J) - Stor betydelse;NT;B2ab(iii)
234926;25489;Parapotes reticulatus;;Art;15;Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;B2ab(iii)
234732;25617;Wagneriala minima;;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(i,iii)
234757;25620;Chlorita dumosa;;Art;1;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii,iv)c(iv)
234754;25631;Kyboasca bipunctata;;Art;19;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
234771;25685;Edwardsiana ishidai;;Art;8;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
234775;25691;Edwardsiana plebeja;;Art;27;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
250388;25701;Edwardsiana ulmiphagus;;Art;60;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
234600;25805;Calligypona reyi;;Art;2;Våtmark (V) - Stor betydelse;NT;B2ab(iii)
234611;25842;Florodelphax paryphasma;;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ab(iii)
234596;25887;Paraliburnia adela;;Art;2;Våtmark (V) - Stor betydelse;NT;B2ab(iii)
234597;25888;Paraliburnia clypealis;;Art;2;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(iii)
234568;25911;Anakelisia fasciata;;Art;1;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(iii)
102603;25944;Anthocoris amplicollis;;Art;2;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii)
101245;26010;Loricula ruficeps;liten kulskinnbagge;Art;0;Skog (S) - Stor betydelse;EN;B1ab(iii)+2ab(iii)
226180;26047;Deraeocoris punctulatus;;Art;1;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(v)
100157;26053;Acetropis gimmerthalii;sydlig gräsängsskinnbagge;Art;24;Jordbrukslandskap (J) - Stor betydelse;VU;D2
101277;26111;Megacoelum infusum;ädellövskinnbagge;Art;65;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2a
101618;26160;Polymerus vulneratus;;Art;58;Jordbrukslandskap (J) - Stor betydelse;NT;B1b(i,ii,iii,iv)+2b(i,ii,iii,iv)
226273;26180;Trigonotylus psammaecolor;;Art;1;Havsstrand (H) - Stor betydelse;NT;B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)
101928;26181;Trigonotylus pulchellus;grågrön gräsängsskinnbagge;Art;4;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(ii,iii)+2ab(ii,iii)
101036;26208;Halticus luteicollis;gulhalsad ängsskinnbagge;Art;24;Skog (S) - Stor betydelse;EN;B1ab(i,ii,iv)+2ab(i,ii,iv)
101472;26225;Orthocephalus vittipennis;vitstrimmig ängsskinnbagge;Art;1;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii)
100254;26255;Amblytylus albidus;borsttåtelskinnbagge;Art;110;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(ii,iii)
226338;26273;Chlamydatus opacus;;Art;4;Fjäll (F) - Stor betydelse;NT;B2ab(i,ii,iii,iv)
100707;26282;Conostethus roseus;;Art;18;Jordbrukslandskap (J) - Stor betydelse;EN;B2ac(iv)
226358;26310;Monosynamma maritimum;;Art;5;Havsstrand (H) - Stor betydelse;NT;D2
101451;26313;Oncotylus viridiflavus;väddklintskinnbagge;Art;41;Jordbrukslandskap (J) - Stor betydelse;NT;B1a+2a
226371;26338;Psallodema fieberi;;Art;11;Skog (S) - Stor betydelse;NT;B2b(iii)
100566;26391;Catoplatus fabricii;prästkrageskinnbagge;Art;58;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii)
100984;26403;Galeatus spinifrons;;Art;2;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii)
101961;26486;Velia saulii;mörk bäcklöpare;Art;13;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
101727;26535;Saldula melanoscela;sandpölskinnbagge;Art;4;Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;B1ab(iii)c(iv)+2ab(iii)c(iv)
101780;26579;Sigara hellensii;bäckbuksimmare;Art;55;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ab(iii)
101326;26597;Micronecta griseola;blek dvärgbuksimmare;Art;15;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(iii)
100291;26633;Aneurus laevis;slät lövbarkskinnbagge;Art;18;Skog (S) - Stor betydelse;VU;B2ab(ii,iii)
100379;26635;Aradus angularis;spetshörnad barkskinnbagge;Art;36;Skog (S) - Stor betydelse;VU;B2ac(i,ii,iv)
100380;26636;Aradus aterrimus;svart barkskinnbagge;Art;0;Skog (S) - Stor betydelse;RE;
100381;26639;Aradus bimaculatus;tvåfläckig barkskinnbagge;Art;30;Skog (S) - Stor betydelse;NT;B2ab(iii)
100384;26646;Aradus erosus;franstandad barkskinnbagge;Art;51;Skog (S) - Stor betydelse;EN;B2ab(iii)
226421;26647;Aradus frigidus;;Art;9;Jordbrukslandskap (J) - Stor betydelse;VU;D2
100385;26648;Aradus laeviusculus;slät barkskinnbagge;Art;14;Skog (S) - Stor betydelse;EN;B2ab(iii)c(iv)
100386;26651;Aradus signaticornis;vithornad barkskinnbagge;Art;41;Skog (S) - Stor betydelse;EN;B2ab(iii)c(iv)
100387;26652;Aradus truncatus;mindre aspbarkskinnbagge;Art;54;Skog (S) - Stor betydelse;NT;B2ab(iii)
100834;26723;Dimorphopterus spinolae;mörk dyngrässkinnbagge;Art;37;Havsstrand (H) - Stor betydelse;VU;D2
101529;26831;Peritrechus lundii;;Art;23;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)
101975;26875;Xanthochilus quadratus;;Art;38;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;B2ab(i,ii)
101766;26894;Canthophorus impressus;spindelörtskinnbagge;Art;348;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(iii)
100186;26899;Microporus nigrita;svart sandtaggbening;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,iv)
100181;26927;Aelia rostrata;större spetsnäsa;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR (PRE);B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)
236137;28304;Xiphydria betulae;;Art;2;Skog (S) - Stor betydelse;NT;D1
249012;28378;Abia candens;;Art;4;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
249011;28383;Abia sericea;väddstekel;Art;24;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;B2b(iii)
261299;28389;Cimbex fagi;;Art;0;Skog (S) - Stor betydelse;NT;D2
249022;28400;Pseudoclavellaria amerinae;;Art;3;Skog (S) - Stor betydelse;RE;
103096;29336;Andrena batava;batavsandbi;Art;104;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;VU;B2ab(ii,iii,iv)c(iv)
102664;29338;Andrena bimaculata;rapssandbi;Art;197;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2a
103124;29339;Andrena bluethgeni;dådresandbi;Art;30;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;C2a(i)
102665;29341;Andrena chrysopyga;stäppsandbi;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;C2a(i)
103123;29345;Andrena coitana;fröjdsandbi;Art;306;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2b(i,ii,iv,v)
100284;29346;Andrena curvungula;blåklockesandbi;Art;174;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B1b(iii)c(iv)+2b(iii)c(iv)
102663;29348;Andrena dorsata;ryggsandbi;Art;2;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;RE;
100283;29356;Andrena gallica;raggsandbi;Art;2;Jordbrukslandskap (J) - Stor betydelse;RE;
102667;29357;Andrena gelriae;väpplingsandbi;Art;55;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii)
103137;29358;Andrena gravida;fruktsandbi;Art;9;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU°;D
100285;29362;Andrena humilis;slåttersandbi;Art;590;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(i,iii,iv)
103125;29371;Andrena morawitzi;fältsandbi;Art;14;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;CR (PRE);"B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv); D"
103119;29372;Andrena nanula;dvärgsandbi;Art;40;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv,v)
102673;29375;Andrena nigrospina;sotsandbi;Art;424;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2b(ii)c(iv)
103113;29376;Andrena nitida;nyponsandbi;Art;140;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,v)
102672;29377;Andrena niveata;franssandbi;Art;15;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;EN;"B1ac(iv)+2ac(iv); D"
103127;29378;Andrena nycthemera;flodsandbi;Art;118;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;VU;D2
103132;29385;Andrena russula;ginstsandbi;Art;162;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
102674;29389;Andrena thoracica;kustsandbi;Art;24;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;RE;
102675;29398;Panurgus banksianus;storfibblebi;Art;1308;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(i,ii,iii,iv)
102689;29407;Anthophora plagiata;humlepälsbi;Art;501;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;B2ac(iv)
103266;29419;Bombus alpinus;alphumla;Art;486;Fjäll (F) - Stor betydelse;VU;A3c
103267;29420;Bombus balteatus;fjällhumla;Art;835;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A3c+4c
103271;29424;Bombus cingulatus;tajgahumla;Art;773;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NT;A3c
102700;29427;Bombus cullumanus;stäpphumla;Art;91;Jordbrukslandskap (J) - Stor betydelse;RE;
102701;29428;Bombus distinguendus;klöverhumla;Art;1403;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;A2abc
103268;29432;Bombus hyperboreus;tundrahumla;Art;219;Fjäll (F) - Stor betydelse;VU;A3c
103274;29437;Bombus lapponicus;lapphumla;Art;610;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse;NT;A3c
103275;29440;Bombus monticola;berghumla;Art;546;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse;NT;A3c
102702;29441;Bombus muscorum;mosshumla;Art;936;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;C1
103264;29451;Bombus pomorum;frukthumla;Art;0;Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;RE;
103269;29453;Bombus pyrrhopygus;polarhumla;Art;219;Fjäll (F) - Stor betydelse;VU;"A3c; B2b(ii,iii,v)c(iv)"
103263;29456;Bombus ruderatus;fälthumla;Art;231;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
102704;29467;Bombus veteranus;sandhumla;Art;371;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;VU;D1
100478;29476;Biastes truncatus;pärlbi;Art;114;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;B2ab(ii,iii,iv,v)
101286;29487;Melecta luctuosa;praktsorgbi;Art;21;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
101401;29490;Nomada argentata;silvergökbi;Art;184;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;VU;D1
102691;29491;Nomada armata;väddgökbi;Art;528;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(iii,v)c(iv)
103227;29492;Nomada baccata;sandgökbi;Art;40;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)
102692;29494;Nomada facilis;fibblegökbi;Art;46;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;EN;B2b(i,ii,iii,iv,v)c(iv)
102694;29502;Nomada fuscicornis;mörkgökbi;Art;176;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;D1
102695;29505;Nomada integra;slåttergökbi;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;D
102697;29511;Nomada obtusifrons;fröjdgökbi;Art;65;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iv)
101404;29512;Nomada opaca;bryngökbi;Art;80;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,iv)
101405;29517;Nomada sexfasciata;storgökbi;Art;2;Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;RE;
101406;29520;Nomada similis;ölandsgökbi;Art;182;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
106770;29524;Nomada subcornuta;fältgökbi;Art;103;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D1
103224;29526;Nomada tormentillae;sommargökbi;Art;299;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(ii,iii)
101102;29558;Hylaeus gracilicornis;slankcitronbi;Art;1;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;RE;
101103;29565;Hylaeus pfankuchi;rörcitronbi;Art;31;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2a
102680;29576;Seladonia leucahenea;stäppbandbi;Art;569;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2b(ii,iii,iv,v)c(iv)
102681;29581;Halictus quadricinctus;storbandbi;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU°;D
101033;29583;Halictus sexcinctus;sexbandbi;Art;0;Jordbrukslandskap (J) - Stor betydelse;RE;
103154;29587;Lasioglossum boreale;fjällsmalbi;Art;45;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;"B2ac(iv); D2"
101171;29588;Lasioglossum brevicorne;stäppsmalbi;Art;201;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
106769;29596;Lasioglossum lucidulum;glanssmalbi;Art;59;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;D2
232216;29605;Lasioglossum quadrinotatulum;reliktsmalbi;Art;15;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;EN;"B1ab(ii,iii,v)c(iv)+2ab(ii,iii,v)c(iv); D"
103162;29610;Lasioglossum sexmaculatum;kantsmalbi;Art;214;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,iv)
103163;29611;Lasioglossum sexnotatulum;åssmalbi;Art;13;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
102682;29617;Lasioglossum xanthopus;rostsmalbi;Art;85;Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;D1
101806;29623;Sphecodes cristatus;kölblodbi;Art;19;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
248781;29629;Sphecodes longulus;dvärgblodbi;Art;24;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;D1
106768;29636;Sphecodes spinulosus;taggblodbi;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;"B1ac(iv)+2ac(iv); D"
100869;29640;Dufourea halictula;monkesolbi;Art;275;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv)
100868;29641;Dufourea inermis;klocksolbi;Art;112;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv)
102677;29642;Dufourea minuta;fibblesolbi;Art;25;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR (PRE);"B1ab(v)c(iv)+2ab(v)c(iv); D"
102683;29644;Rophites quinquespinosus;blomdyrkarbi;Art;15;Jordbrukslandskap (J) - Stor betydelse;RE;
100837;29648;Aglaoapis tridentata;kilbi;Art;154;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2b(i,iii)
102684;29659;Coelioxys conoideus;storkägelbi;Art;341;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;D1
100675;29662;Coelioxys lanceolatus;lansettkägelbi;Art;43;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iv)
100676;29664;Coelioxys obtusispina;thomsonkägelbi;Art;227;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;D1
6004667;29670;Hoplitis anthocopoides;stengnagbi;Art;27;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;D
103216;29688;Megachile pyrenaea;klinttapetserarbi;Art;462;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(i)
102686;29706;Osmia maritima;havsmurarbi;Art;149;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;EN;D
103190;29708;Osmia niveata;klintmurarbi;Art;39;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;RE;
103204;29720;Stelis phaeoptera;stampansarbi;Art;162;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(i)
100800;29727;Dasypoda argentata;silverbyxbi;Art;5;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
100801;29729;Dasypoda suripes;guldbyxbi;Art;42;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;RE;
101299;29739;Melitta melanura;storblomsterbi;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
6053183;29747;Ampulex fasciata;;Art;11;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B1a+2a
234500;29776;Gorytes neglectus;;Art;3;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
101005;29778;Gorytes quinquecinctus;;Art;29;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B1ab(ii,iii,v)+2ab(ii,iii,v)
101420;29790;Nysson interruptus;;Art;64;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii)
101421;29795;Nysson tridens;;Art;12;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B1ac(iv)+2ac(iv)
234445;29801;Crabro lapponicus;;Art;160;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2b(i,ii,iii,iv)
100725;29802;Crabro maeklini;;Art;12;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse;VU;B1b(i,ii,iii)c(iv)+2b(i,ii,iii)c(iv)
100729;29827;Crossocerus denticrus;;Art;1;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;RE;
232211;29830;Crossocerus exiguus;;Art;39;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B2ab(iii)
236136;29839;Crossocerus binotatus;;Art;9;Skog (S) - Stor betydelse;NT;D2
100882;29859;Ectemnius fossorius;;Art;17;Skog (S) - Stor betydelse;RE;
101205;29865;Lestica alata;;Art;2;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR (PRE);D
234398;29873;Lindenius pygmaeus;;Art;4;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
102655;29884;Tachysphex fulvitarsis;;Art;57;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(iii)
234388;29890;Tachysphex unicolor;;Art;15;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;D2
234378;29904;Oxybelus argentatus;;Art;122;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(iii)
234367;29906;Oxybelus latidens;;Art;6;Jordbrukslandskap (J) - Stor betydelse;CR;D
102654;29909;Oxybelus trispinosus;;Art;7;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;D2
101301;29926;Mellinus crabroneus;;Art;56;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv)
234341;29934;Diodontus tristis;;Art;140;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(i,ii,iii,iv)
234350;29952;Pemphredon lethifer;;Art;234;Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;NT;B2ab(iii)
234349;29953;Pemphredon mortifer;;Art;51;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(i,iii)
101522;29960;Pemphredon beaumonti;;Art;8;Skog (S) - Stor betydelse;NT;D2
101523;29961;Pemphredon fennica;;Art;1;Skog (S) - Stor betydelse;EN;B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)
101335;29988;Mimumesa littoralis;;Art;13;Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse;NT;B2ab(iii)
234317;29989;Mimumesa spooneri;;Art;4;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
101639;29992;Psen ater;;Art;0;Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;RE;
101606;30024;Podalonia luffii;;Art;81;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(iii)c(iv)
102630;30082;Chrysis brevitarsis;kortfotad guldstekel;Art;43;Skog (S) - Stor betydelse;NT;B2ab(i,ii,iii)
249907;30088;Chrysis ignita;gnistguldstekel;Art;115;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B2ab(i,iii,iv,v)
6005291;30091;Chrysis indigotea;indigoguldstekel;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;RE;
249127;30096;Chrysis mediata;lerguldstekel;Art;45;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
102631;30103;Chrysis scutellaris;solguldstekel;Art;38;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
249140;30110;Chrysis zetterstedti;nordguldstekel;Art;3;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;CR;D
249116;30115;Chrysura dichroa;reliktguldstekel;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;RE;
