Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
6021655;1137;Laonome xeprovala;;Art;7;Brackvatten (B) - Stor betydelse;NA;
227636;1180;Ficopomatus enigmaticus;australisk kalkrörsmask;Art;75;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Har betydelse;NA;
227301;1308;Boccardiella ligerica;;Art;5;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse;NA;
261342;1333;Marenzelleria arctia;;Art;8;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse;NA;
247778;1334;Marenzelleria neglecta;;Art;1018;Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse;NA;
227313;1335;Marenzelleria viridis;;Art;2538;Marin miljö (M) - Stor betydelse, Brackvatten (B) - Har betydelse;NA;
227331;1349;Polydora websteri;;Art;9;Marin miljö (M) - Stor betydelse;NA;
225590;2170;Dichogaster bolaui;;Art;0;;NA;
225591;2171;Dichogaster saliens;;Art;0;;NA;
6007714;2181;Aporrectodea trapezoides;;Art;1;;NA;
6007888;2185;Bimastos parvus;;Art;0;;NA;
225578;2193;Dendrobaena hortensis;;Art;0;;NA;
6007690;2223;Amynthas corticis;;Art;0;;NA;
225623;2552;Branchiura sowerbyi;;Art;15;Sötvatten (L) - Stor betydelse;NA;
6008077;2588;Limnodrilus cervix;;Art;0;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;NA;
225600;2601;Potamothrix bavaricus;;Art;1;Sötvatten (L) - Stor betydelse;NA;
225601;2602;Potamothrix bedoti;;Art;13;Sötvatten (L) - Stor betydelse;NA;
225602;2603;Potamothrix heuscheri;;Art;2;Sötvatten (L) - Stor betydelse;NA;
225603;2604;Potamothrix moldaviensis;;Art;11;Sötvatten (L) - Stor betydelse;NA;
225604;2605;Potamothrix vejdovskyi;;Art;9;Sötvatten (L) - Stor betydelse;NA;
6035057;2716;Orthochordeumella pallida;större spinndubbelfoting;Art;6;;NA;
200853;2725;Brachychaeteuma bradeae;snaggfoting;Art;48;Urban miljö (U) - Stor betydelse;NA;
6002651;2731;Chondrodesmus riparius;palmbandfoting;Art;21;;NA;
200896;2735;Oxidus gracilis;orangerifoting;Art;184;Urban miljö (U) - Stor betydelse;NA;
6002654;2741;Cylindrodesmus hirsutus;hårig bandfoting;Art;62;;NA;
200895;2746;Ophiodesmus albonanus;slät spökfoting;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
200893;2749;Amphitomeus attemsi;kulfoting;Art;59;;NA;
200891;2759;Propolydesmus testaceus;stenplattfoting;Art;16;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
200892;2762;Poratia digitata;fingerfoting;Art;17;Urban miljö (U) - Stor betydelse;NA;
200869;2796;Kryphioiulus occultus;svanskejsarfoting;Art;1;Urban miljö (U) - Stor betydelse;NA;
200870;2798;Cylindroiulus vulnerarius;blindkejsarfoting;Art;8;Urban miljö (U) - Stor betydelse;NA;
200874;2802;Cylindroiulus britannicus;parkkejsarfoting;Art;123;Urban miljö (U) - Stor betydelse;NA;
200876;2804;Cylindroiulus truncorum;borstkejsarfoting;Art;17;Urban miljö (U) - Stor betydelse;NA;
200877;2806;Enantiulus nanus;kronkejsarfoting;Art;0;Urban miljö (U) - Stor betydelse;NA;
6008403;2828;Leptogoniulus sorornus;;Art;18;;NA;
200856;2831;Paraspirobolus lucifugus;slitsfoting;Art;64;Urban miljö (U) - Stor betydelse;NA;
249393;2848;Stenotaenia linearis;trådjordkrypare;Art;37;Urban miljö (U) - Stor betydelse;NA;
232141;2868;Orphnaeus brevilabiatus;kamjordkrypare;Art;0;;NA;
6006801;2873;Tygarrup javanicus;;Art;14;;NA;
232906;2876;Himantarium caldarium;;Art;0;;;
6006802;2880;Cryptops anomalans;;Art;6;;NA;
6021500;2881;Cryptops doriae;;Art;3;;NA;
200913;2882;Cryptops hortensis;parkskolopender;Art;72;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NA;
200914;2883;Cryptops parisi;växthusskolopender;Art;20;Urban miljö (U) - Stor betydelse;NA;
200931;2911;Lamyctes coeculus;blindstenkrypare;Art;32;Urban miljö (U) - Stor betydelse;NA;
200932;2916;Scutigera coleoptrata;husspindelfoting;Art;12;Urban miljö (U) - Stor betydelse;NA;
6037583;3254;Bilobella braunerae;;Art;18;;NA;
234520;3547;Rhyparobia maderae;;Art;0;;NA;
6002600;3550;Panchlora camerunensis;;Art;0;;NA;
6002601;3551;Panchlora exoleta;;Art;0;;NA;
6002602;3552;Panchlora nivea;kubansk banankackerlacka;Art;0;;NA;
6002605;3555;Pycnoscelus surinamensis;växthuskackerlacka;Art;90;;NA;
234516;3571;Periplaneta brunnea;;Art;2;;NA;
234517;3572;Periplaneta australasiae;australisk kackerlacka;Art;77;;NA;
234518;3573;Periplaneta americana;amerikansk kackerlacka;Art;11;;NA;
6002597;3576;Supella longipalpa;brunbandad kackerlacka;Art;2;;NA;
103304;3611;Carabus auratus;gyllenlöpare;Art;3;;NA;
261055;3612;Carabus auronitens;praktlöpare;Art;44;Skog (S) - Har betydelse;NA;
103547;3793;Calodromius bifasciatus;;Art;0;;NA;
103551;3794;Calodromius putzeysi;;Art;0;;NA;
103558;3822;Microlestes corticalis;;Art;0;;NA;
103552;3834;Philorhizus vectensis;;Art;0;;NA;
103530;3870;Perigona nigriceps;kompostlöpare;Art;75;Urban miljö (U) - Stor betydelse;NA;
103341;4290;Trechus cuniculorum;;Art;0;;NA;
105289;4629;Bostrychoplites cornutus;;Art;1;;NA;
105285;4631;Heterobostrychus aequalis;;Art;3;;NA;
105286;4632;Heterobostrychus brunneus;;Art;1;;NA;
105287;4633;Heterobostrychus hamatipennis;;Art;4;;NA;
6053466;4634;Heterobostrychus pileatus;;Art;0;;NA;
105290;4637;Sinoxylon anale;;Art;0;;NA;
105291;4638;Sinoxylon ceratoniae;;Art;0;;NA;
105292;4639;Sinoxylon crassum;;Art;0;;NA;
105293;4646;Xylion adustus;;Art;0;;NA;
105288;4650;Xylothrips flavipes;;Art;0;;NA;
105284;4653;Dinoderus bifoveolatus;;Art;0;;NA;
105281;4654;Dinoderus brevis;;Art;0;;NA;
105280;4655;Dinoderus japonicus;;Art;0;;NA;
105283;4656;Dinoderus minutus;;Art;3;;NA;
105282;4657;Dinoderus ocellaris;;Art;0;;NA;
105279;4659;Rhyzopertha dominica;kapucinerbagge;Art;17;;NA;
105278;4662;Stephanopachys quadricollis;;Art;0;;NA;
211345;4667;Lyctus africanus;;Art;1;;NA;
105274;4668;Lyctus brunneus;;Art;1;Urban miljö (U) - Stor betydelse;NA;
105275;4669;Lyctus carbonarius;;Art;0;;NA;
105276;4673;Minthea rugicollis;;Art;0;;NA;
105277;4676;Trogoxylon impressum;;Art;0;;NA;
105257;4685;Attagenus gobicola;;Art;0;;NA;
105254;4689;Attagenus smirnovi;;Art;449;Urban miljö (U) - Stor betydelse;NA;
105253;4691;Attagenus unicolor;;Art;22;Urban miljö (U) - Stor betydelse;NA;
105256;4692;Attagenus woodroffei;vågbandad pälsänger;Art;206;Urban miljö (U) - Stor betydelse;NA;
105249;4698;Dermestes ater;;Art;6;Urban miljö (U) - Stor betydelse;NA;
105244;4699;Dermestes carnivorus;;Art;0;Urban miljö (U) - Stor betydelse;NA;
105245;4700;Dermestes dimidiatus;;Art;0;Urban miljö (U) - Stor betydelse;NA;
105250;4704;Dermestes haemorrhoidalis;;Art;59;Urban miljö (U) - Stor betydelse;NA;
105241;4708;Dermestes maculatus;rävänger;Art;8;Urban miljö (U) - Stor betydelse;NA;
105251;4712;Dermestes peruvianus;;Art;7;Urban miljö (U) - Stor betydelse;NA;
105270;4722;Anthrenus olgae;;Art;28;Urban miljö (U) - Stor betydelse;NA;
105266;4723;Anthrenus pimpinellae;;Art;21;Urban miljö (U) - Stor betydelse;NA;
105268;4726;Anthrenus verbasci;;Art;229;Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NA;
105263;4739;Reesa vespulae;;Art;280;Urban miljö (U) - Stor betydelse;NA;
105259;4741;Trogoderma angustum;;Art;179;Urban miljö (U) - Stor betydelse;NA;
105261;4743;Trogoderma granarium;khaprabagge;Art;18;Urban miljö (U) - Stor betydelse;NA;
105262;4745;Trogoderma megatomoides;;Art;1;Urban miljö (U) - Stor betydelse;NA;
105258;4746;Trogoderma variabile;;Art;2;Urban miljö (U) - Stor betydelse;NA;
105260;4747;Trogoderma versicolor;;Art;3;Urban miljö (U) - Stor betydelse;NA;
105273;4751;Thorictodes heydeni;;Art;1;Urban miljö (U) - Stor betydelse;NA;
105272;4757;Thylodrias contractus;;Art;0;;NA;
105294;4860;Gibbium psylloides;;Art;0;;NA;
105295;4864;Mezium sulcatum;;Art;0;;NA;
101643;4881;Pseudeurostus hilleri;;Art;34;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
105310;4883;Ptinus bidens;;Art;0;;NA;
105300;4899;Ptinus tectus;australisk tjuvbagge;Art;48;Urban miljö (U) - Stor betydelse;NA;
105297;4905;Sphaericus pinguis;;Art;0;;NA;
105296;4907;Trigonogenius globosus;;Art;1;;NA;
105330;4912;Lasioderma serricorne;;Art;33;Urban miljö (U) - Stor betydelse;NA;
6051276;4955;Agrilus ribesi;vinbärspraktbagge;Art;247;Urban miljö (U) - Stor betydelse;NA;
105023;5162;Ptilodactyla exotica;;Art;11;;NA;
212476;5176;Callidiellum rufipenne;cypressbock;Art;28;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
6053472;5210;Chlorophorus annularis;;Art;1;;NA;
6009723;5211;Chlorophorus diadema;;Art;1;;NA;
105936;5213;Chlorophorus glabromaculatus;;Art;3;;NA;
105923;5240;Gracilia minuta;pilbock;Art;25;;NA;
212458;5243;Stromatium barbatum;;Art;0;;NA;
105924;5244;Stromatium auratum;;Art;0;;NA;
6330657;5246;Trichoferus campestris;;Art;0;;NA;
105922;5260;Phoracantha semipunctata;;Art;0;;NA;
105925;5263;Nathrius brevipennis;dvärgkortvingebock;Art;7;;NA;
105928;5266;Chenoderus testaceus;;Art;0;;NA;
6051273;5271;Stenopterus rufus;;Art;6;;NA;
6053471;5301;Zotalemimon ciliatum;;Art;0;;NA;
105942;5304;Neocolobura alboplagiata;;Art;0;;NA;
6053469;5358;Niphona furcata;;Art;0;;NA;
212857;5579;Crepidodera aurea;;Art;13;;NA;
106137;5583;Crepidodera plutus;;Art;0;;NA;
101658;5711;Psylliodes attenuata;humlejordloppa;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NA;
105964;5737;Acanthoscelides obtectus;bönbagge;Art;35;Urban miljö (U) - Stor betydelse;NA;
6040188;5746;Bruchidius varius;klöverfröbagge;Art;19;Urban miljö (U) - Stor betydelse;NA;
105968;5749;Callosobruchus analis;;Art;1;;NA;
105966;5750;Callosobruchus chinensis;kinesisk bönbagge;Art;10;;NA;
105967;5751;Callosobruchus maculatus;mungbönsbagge;Art;16;;NA;
105959;5763;Bruchus dentipes;;Art;7;;NA;
6002930;5764;Bruchus ervi;;Art;1;;NA;
105963;5767;Bruchus lentis;linsbagge;Art;0;;NA;
105962;5771;Bruchus pisorum;ärtsmyg;Art;11;;NA;
105960;5772;Bruchus rufimanus;bönsmyg;Art;292;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
105955;5777;Caryedon serratus;jordnötsbagge;Art;5;;NA;
212685;5818;Chrysolina americana;rosmarinbagge;Art;88;Urban miljö (U) - Har betydelse;NA;
212669;5824;Chrysolina coerulans;blå myntebagge;Art;31;;NA;
106020;5883;Labidomera clivicollis;;Art;0;;NA;
106021;5885;Leptinotarsa decemlineata;koloradobagge;Art;32;;NA;
233775;5922;Zygogramma piceicollis;;Art;0;;NA;
101976;6103;Xanthogaleruca luteola;almlövbagge;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
212748;6111;Diabrotica undecimpunctata;;Art;0;;NA;
106073;6112;Diabrotica undecimpunctata howardi;;Underart;0;;NA;
105340;6149;Allonyx quadrimaculatus;;Art;0;;NA;
105343;6156;Thanasimus pectoralis;;Art;0;;;
105344;6163;Enoplium serraticorne;;Art;0;;NA;
105345;6177;Tarsostenus univittatus;;Art;0;;NA;
100796;6185;Danacea nigritarsis;;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
211515;6237;Anthocomus equestris;;Art;14;Urban miljö (U) - Stor betydelse;NA;
105337;6271;Lophocateres pusillus;;Art;1;;NA;
105619;6349;Cryptolaemus montrouzieri;mindre växthuspiga;Art;69;Urban miljö (U) - Stor betydelse;NA;
211964;6396;Harmonia axyridis;harlekinpiga;Art;6304;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
105664;6401;Hippodamia convergens;större växthuspiga;Art;1;;NA;
105629;6462;Scymnus impexus;silvergransdvärgpiga;Art;22;Skog (S) - Stor betydelse;NA;
105684;6494;Orthoperus atomarius;;Art;7;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
105544;6526;Atomaria lewisi;;Art;385;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NA;
105518;6628;Cryptophagus obsoletus;;Art;5;Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NA;
105496;6649;Henoticus californicus;;Art;0;;NA;
105613;6692;Holoparamecus depressus;;Art;0;;NA;
232382;6712;Cryptophilus propinquus;;Art;98;Urban miljö (U) - Stor betydelse;NA;
105585;6723;Dacne picta;;Art;1;Skog (S) - Stor betydelse;NA;
105482;6763;Cryptolestes ferrugineus;;Art;164;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NA;
105486;6764;Cryptolestes fractipennis;;Art;0;Urban miljö (U) - Har betydelse;NA;
105488;6765;Cryptolestes pusilloides;;Art;1;Urban miljö (U) - Har betydelse;NA;
105487;6766;Cryptolestes pusillus;;Art;11;Urban miljö (U) - Har betydelse;NA;
105485;6767;Cryptolestes spartii;;Art;0;Urban miljö (U) - Har betydelse;NA;
105489;6768;Cryptolestes turcicus;;Art;6;Urban miljö (U) - Har betydelse;NA;
105481;6780;Placonotus testaceus;;Art;4;;NA;
105746;6822;Corticarina curta;;Art;0;;NA;
105748;6834;Melanophthalma seminigra;;Art;0;;NA;
212059;6838;Migneauxia lederi;;Art;54;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NA;
105704;6845;Adistemia watsoni;;Art;3;Urban miljö (U) - Stor betydelse;NA;
100400;6847;Cartodere bifasciata;;Art;90;Urban miljö (U) - Stor betydelse;NA;
105712;6849;Cartodere nodifer;;Art;2533;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NA;
105713;6851;Cartodere subfasciata;;Art;2;;NA;
105714;6852;Cartodere vannidecki;;Art;0;;NA;
105703;6858;Dienerella elegans;;Art;1;;NA;
211659;6933;Rhizophagus puncticollis;;Art;2;;NA;
105379;6938;Carpophilus dimidiatus;;Art;5;;NA;
105381;6939;Carpophilus hemipterus;;Art;74;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
105378;6940;Carpophilus ligneus;;Art;2;;NA;
105380;6941;Carpophilus marginellus;;Art;844;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
105382;6942;Carpophilus mutilatus;;Art;0;;NA;
211531;6944;Carpophilus obsoletus;;Art;0;;NA;
6047665;6948;Urophorus humeralis;;Art;1;;NA;
232378;6960;Glischrochilus quadrisignatus;;Art;89;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
6052987;7017;Meligethes ater;;Art;1;;NA;
232376;7040;Meligethes incanus;;Art;37;Urban miljö (U) - Stor betydelse;NA;
101294;7045;Meligethes maurus;;Art;0;Jordbrukslandskap (J) - Har betydelse;NA;
105479;7146;Cryptamorpha desjardinsii;;Art;6;;NA;
105474;7152;Ahasverus advena;;Art;149;Urban miljö (U) - Stor betydelse;NA;
105473;7159;Nausibius clavicornis;;Art;0;;NA;
105476;7161;Oryzaephilus mercator;;Art;47;Urban miljö (U) - Har betydelse;NA;
105475;7162;Oryzaephilus surinamensis;sågtandad plattbagge;Art;166;Urban miljö (U) - Har betydelse;NA;
251905;7169;Silvanus recticollis;;Art;12;Urban miljö (U) - Stor betydelse;NA;
105455;7174;Aspidiphorus lareyniei;;Art;0;;NA;
101933;7205;Tropideres albirostris;ekplattnos;Art;15;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;NA;
106174;7214;Araecerus fasciculatus;kaffevivel;Art;4;;NA;
6021715;7313;Rhopalapion longirostre;stockrosspetsvivel;Art;148;Urban miljö (U) - Stor betydelse;NA;
106468;7450;Orchidophilus aterrimus;orkidévivel;Art;2;;NA;
213499;7591;Mononychus punctumalbum;svärdsliljevivel;Art;78;Våtmark (V) - Stor betydelse;NA;
213429;7660;Euophryum confine;källarvedvivel;Art;6;Urban miljö (U) - Stor betydelse;NA;
106460;7695;Sternochetus mangiferae;mangovivel;Art;13;;NA;
6332166;7698;Gasterocercus depressirostris;;Art;0;Skog (S) - Stor betydelse;NA;
101943;7908;Tychius parallelus;ginstbaljvivel;Art;0;Jordbrukslandskap (J) - Har betydelse;NA;
106241;7933;Brachycerus undatus;;Art;0;;NA;
106296;7959;Naupactus cervinus;;Art;21;;NA;
256759;7967;Dodecastichus inflatus;ruderatöronvivel;Art;97;Urban miljö (U) - Stor betydelse;NA;
106263;7968;Dodecastichus mastix;asköronvivel;Art;22;Urban miljö (U) - Stor betydelse;NA;
106243;7971;Otiorhynchus armadillo;bältöronvivel;Art;107;Urban miljö (U) - Stor betydelse;NA;
106254;7972;Otiorhynchus armatus;;Art;18;Urban miljö (U) - Har betydelse;NA;
251911;7974;Otiorhynchus aurifer;;Art;19;Urban miljö (U) - Stor betydelse;NA;
106244;7977;Otiorhynchus clavipes;syrenöronvivel;Art;61;Urban miljö (U) - Stor betydelse;NA;
213086;7979;Otiorhynchus corruptor;druvöronvivel;Art;2;;NA;
213094;7980;Otiorhynchus crataegi;parköronvivel;Art;67;Urban miljö (U) - Stor betydelse;NA;
260597;7981;Otiorhynchus cribricollis;;Art;25;Urban miljö (U) - Har betydelse;NA;
106262;7990;Otiorhynchus indefinitus;;Art;5;Urban miljö (U) - Har betydelse;NA;
6003097;7998;Otiorhynchus norici;;Art;8;Urban miljö (U) - Stor betydelse;NA;
106248;8005;Otiorhynchus porcatus;stumpöronvivel;Art;303;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;NA;
106242;8007;Otiorhynchus pseudonothus;trädgårdsöronvivel;Art;23;Urban miljö (U) - Har betydelse;NA;
106257;8016;Otiorhynchus smreczynskii;häcköronvivel;Art;197;Urban miljö (U) - Stor betydelse;NA;
262174;8035;Parascythopus intrusus;tujalövvivel;Art;0;Urban miljö (U) - Stor betydelse;NA;
6011487;8062;Pachyrhinus lethierryi;tujavivel;Art;38;Urban miljö (U) - Stor betydelse;NA;
6053065;8072;Polydrusus inustus;;Art;6;Urban miljö (U) - Stor betydelse;NA;
213142;8075;Polydrusus picus;pärlglansvivel;Art;1;Urban miljö (U) - Stor betydelse;NA;
6021709;8077;Polydrusus planifrons;grönbent glansvivel;Art;6;Urban miljö (U) - Stor betydelse;NA;
233781;8083;Psallidium maxillosum;;Art;0;;NA;
106294;8092;Exomias araneiformis;kal trögvivel;Art;1;;NA;
106290;8093;Exomias chevrolati;tandtrögvivel;Art;0;;NA;
213172;8134;Chlorophanus viridis;;Art;8;Urban miljö (U) - Stor betydelse;NA;
106305;8138;Diaprepes abbreviatus;;Art;0;;NA;
106318;8230;Lixus pulverulentus;;Art;0;;NA;
106451;8251;Anchonidium unguiculare;;Art;0;;NA;
106595;8286;Gnathotrichus materiarius;amerikansk vedborre;Art;0;;NA;
213712;8302;Cryphalus piceae;ädelgranborre;Art;4;Jordbrukslandskap (J) - Stor betydelse;NA;
6332564;8310;Hypothenemus eruditus;;Art;0;;NA;
6328526;8332;Coccotrypes cyperi;;Art;1;;NA;
106569;8385;Ips cembrae;lärkbarkborre;Art;25;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
106565;8391;Orthotomicus erosus;;Art;2;;NA;
261618;8464;Cyclorhipidion bodoanum;tvåfärgad ekvedborre;Art;16;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NA;
233245;8468;Xyleborinus attenuatus;alvedborre;Art;52;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NA;
106584;8472;Xyleborus eurygraphus;;Art;0;;NA;
106585;8475;Xylosandrus germanus;apelvedborre;Art;11;Skog (S) - Stor betydelse;NA;
106529;8517;Sitophilus granarius;kornvivel;Art;112;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
106530;8519;Sitophilus oryzae;risvivel;Art;80;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NA;
106531;8520;Sitophilus zeamais;majsvivel;Art;21;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NA;
105146;8732;Lacon punctatus;;Art;0;;NA;
105200;8742;Cardiophorus bipunctatus;;Art;0;;NA;
100544;8746;Cardiophorus rufipes;rödbent hjärtknäppare;Art;0;;NA;
101285;8915;Melanotus punctolineatus;gräsrotsknäppare;Art;1;Jordbrukslandskap (J) - Har betydelse;NA;
211210;8947;Otho sphondyloides;;Art;1;;NA;
6007558;9027;Trixagus gracilis;;Art;13;Urban miljö (U) - Stor betydelse;NA;
232302;9099;Acritus komai;ministumpbagge;Art;28;Urban miljö (U) - Stor betydelse;NA;
103789;9110;Plegaderus otti;;Art;0;;NA;
103804;9127;Carcinops pumilio;kompoststumpbagge;Art;315;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
209115;9132;Platylomalus complanatus;plattstumpbagge;Art;8;;NA;
103756;9317;Cercyon laminatus;;Art;45;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
103778;9336;Cryptopleurum subtile;;Art;64;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
210965;9579;Oxythyrea funesta;målarguldbagge;Art;88;Jordbrukslandskap (J) - Stor betydelse;NA;
105072;9588;Tropinota hirta;luden guldbagge;Art;0;;NA;
105007;9726;Clambus simsoni;;Art;51;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NA;
103967;9888;Nargus nikitanus;;Art;0;;NA;
103879;10032;Acrotrichis cognata;;Art;223;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NA;
209248;10037;Acrotrichis henrici;;Art;34;Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse;NA;
103880;10038;Acrotrichis insularis;;Art;1476;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NA;
236325;10048;Acrotrichis sanctaehelenae;;Art;26;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NA;
103867;10061;Baeocrara japonica;;Art;64;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NA;
236324;10091;Bambara contorta;;Art;7;Urban miljö (U) - Stor betydelse;NA;
104903;10242;Acrotona pseudotenera;;Art;130;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NA;
104890;10532;Trichiusa robustula;;Art;197;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
104922;10555;Bohemiellina flavipennis;;Art;38;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
104924;10566;Myrmecocephalus concinnus;;Art;61;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
104962;10670;Thecturota tenuissima;;Art;50;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
104978;10699;Oligota parva;;Art;94;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NA;
104981;10702;Oligota punctulata;;Art;0;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;NA;
104684;10786;Hylota ochracea;;Art;257;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
104382;11087;Dropephylla devillei;;Art;0;;NA;
101042;11093;Dropephylla vilis;;Art;30;Skog (S) - Stor betydelse;NA;
104383;11094;Dropephylla palpalis;;Art;0;;;
258487;11124;Paraphloeostiba gayndahensis;;Art;2;;NA;
6007262;11126;Phloeonomus minimus;;Art;1;;NA;
104478;11197;Oxytelus migrator;;Art;50;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NA;
104466;11301;Carpelimus zealandicus;;Art;6;Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NA;
104223;11360;Lithocharis nigriceps;;Art;384;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NA;
104219;11365;Luzea nigritula;;Art;0;;NA;
104356;11452;Proteinus ovalis;;Art;0;;NA;
6010631;11620;Euconnus campestris;;Art;3;Urban miljö (U) - Stor betydelse;NA;
104077;11683;Bisnius parcus;;Art;57;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NA;
232339;11725;Gabronthus sulcifrons;;Art;44;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
104051;11726;Gabronthus thermarum;;Art;77;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
104054;11801;Philonthus rectangulus;;Art;256;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
104069;11807;Philonthus spinipes;;Art;25;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
6005531;11936;Phacophallus pallidipennis;;Art;5;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
104194;11943;Xantholinus gallicus;;Art;0;;NA;
102525;12133;Coproporus colchicus;;Art;3;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
236238;12134;Coproporus immigrans;;Art;15;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NA;
105811;12243;Anthicus tristis;smalbandad kvickbagge;Art;0;;NA;
105818;12264;Stricticomus tobias;spenslig kvickbagge;Art;65;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NA;
102711;12323;Orthocis reflexicollis;;Art;2;;NA;
105780;12487;Litargus balteatus;;Art;0;;NA;
105779;12488;Litargus coloratus;;Art;0;;NA;
212122;12500;Mycetophagus salicis;;Art;12;;NA;
105783;12501;Mycetophagus tschitscherini;;Art;1;;NA;
105785;12508;Typhaea haagi;;Art;45;Urban miljö (U) - Stor betydelse;NA;
